PLOT,Rel.To.Brook,Transect,UTM_EASTING,UTM_NORTHING,PH,MOISTURE.pct,OM.pct,Cd,Cu,Ni,Cr,Co,Zn,Mn,Ca.pct,Ca,Mg.pct,Mg,Al.pct,Al,Fe.pct,Fe,P,S,B,Ti.pct,Ti,K.pct,K,Na.pct,Na,EXCH_Al,EXCH_As,EXCH_B,EXCH_Ca,EXCH_Cd,EXCH_Co,EXCH_Cr,EXCH_Cu,EXCH_Fe,EXCH_K,EXCH_Mg,EXCH_Mn,EXCH_Mo,EXCH_Ni,EXCH_P,EXCH_Pb,EXCH_Se,EXCH_Sr,EXCH_V,EXCH_Zn,SUM_BC,GRAVEL,SANDSILTCLAY,VERYCOARSESAND,COARSESAND,MEDIUMSAND,FINESAND,VERYFINESAND,SILTCLAY,DATE
314,North,E281000,281000,4869100,4.49,3.677,9.062,NA,9.142,3.988,17.507,7.781,24.12,83.449,0.04,403,0.047,478,0.358,3581,1.975,19758,606.802,NA,8.461,0.343,3438,1.585,15858,1.099,10990,0.356252159,NA,NA,0.097398168,0.000111948,0.000522513,NA,3.87E-05,0.014620455,0.028628287,0.015462846,0.006554322,NA,0.002413489,NA,0.001206967,NA,0.000751658,NA,0.003744012,0.007028715,12.122,87.877,3.091,15.116,18.944,11.566,6.201,32.658,1997/1998
315,North,E281000,281000,4869000,4.64,4.91,9.222,0.201,11.476,9.06,29.294,11.275,47.615,243.613,0.086,855,0.081,817,0.484,4841,2.781,27815,640.541,NA,4.832,0.337,3379,1.438,14389,1.107,11073,0.243833878,NA,NA,0.263867612,0.000151051,0.00038162,NA,NA,0.001472862,0.033458334,0.020434322,0.015564771,NA,0.00210564,NA,0.000835018,NA,0.002246194,NA,0.010238945,0.016062055,14.469,85.53,3.704,21.078,21.671,9.909,3.426,25.832,1997/1998
316,North,E281000,281000,4868800,4.02,3.896,12.218,NA,16.496,16.785,49.488,13.505,29.326,454.939,0.007,67,0.1,1006,0.529,5298,5.342,53422,650.67,7.717,10.707,0.66,6602,1.158,11587,0.54,5402,0.688687847,NA,NA,0.147436756,7.47E-05,0.000823727,0.000044104,NA,0.025104836,0.038753277,0.018665081,0.012326424,NA,0.005525063,NA,0.002137957,0.000151121,0.000930613,1.92E-05,0.003626443,0.010060461,16.842,83.157,2.733,13.739,16.722,10.505,6.699,32.666,1997/1998
317,North,E281000,281000,4868700,4.49,3.785,9.772,NA,13.168,9.794,35.471,10.205,26.089,162.79,0.003,27,0.034,344,0.373,3731,3.787,37879,445.407,NA,6.995,0.468,4680,1.032,10322,0.773,7736,0.496211419,NA,NA,0.146141775,3.96E-05,0.000780339,3.03E-05,NA,0.026978951,0.019803629,0.018645682,0.007046395,2.23E-05,0.001994403,NA,0.000819069,NA,0.001640225,NA,0.003231635,0.009333405,13.098,86.901,2.613,16.549,21.668,12.372,6.914,26.836,1997/1998
318,South,E281000,281000,4868500,4.22,5.029,13.316,NA,17.15,11.025,34.607,6.329,22.867,251.436,0.019,189,0.07,707,0.449,4495,3.169,31699,423.653,NA,7.043,0.406,4069,1.061,10616,0.888,8881,0.673054804,NA,NA,0.054310281,2.73E-05,1.86E-05,NA,0.000243541,0.069006987,0.021283782,0.012468786,0.003740522,NA,0.001196201,NA,0.001143285,NA,0.00087862,NA,0.003320228,0.004381668,15.982,84.017,3.954,17.662,21.352,11.194,6.115,23.737,1997/1998
328,North,E282000,282000,4870500,4.08,4.044,12.946,NA,8.77,5.42,26.408,8.179,14.485,87.798,0.017,172,0.07,701,0.439,4390,2.73,27300,394.943,NA,10.346,0.422,4226,1.435,14356,1.143,11430,0.835308722,1.81E-05,NA,0.102115284,4.87E-05,0.001661336,NA,NA,0.060127616,0.020058996,0.015158977,0.004005763,NA,0.001860169,NA,0.00142506,NA,0.000638472,NA,0.003377247,0.006953477,6.151,93.848,2.339,12.596,20.669,14.488,7.37,36.518,1997/1998
329,North,E282000,282000,4870300,4.23,3.615,12.361,NA,10.248,2.232,16.742,4.972,11.669,106.035,0.061,608,0.048,487,0.419,4198,2.178,21782,418.456,NA,7.508,0.361,3615,1.341,13416,1.095,10959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.556,94.443,1.7,10.663,18.546,14.257,7.437,42.05,1997/1998
330,North,E282000,282000,4870200,3.93,3.684,13.664,NA,15.47,0.825,20.111,7.941,13.408,87.665,0.023,229,0.051,519,0.424,4243,2.412,24120,638.82,NA,4.434,0.458,4580,1.684,16849,1,10004,0.772356696,NA,NA,0.153359064,0.000113455,0.00268824,NA,0.00010793,0.081940779,0.045365237,0.023701148,0.018305481,NA,0.002284529,NA,0.003005307,NA,0.000870811,NA,0.00484912,0.011035883,7.632,92.367,3.291,15.593,18.557,11.646,6.795,36.501,1997/1998
331,North,E282000,282000,4870000,4.65,4.554,16.248,0.206,23.698,9.17,38.328,39.668,49.868,710.312,0.015,147,0.086,865,0.523,5233,3.32,33209,1056.709,84.899,12.467,0.424,4247,1.234,12343,0.886,8861,0.439384506,6.89E-05,NA,0.100525163,0.000141991,0.001337141,NA,NA,0.002582674,0.053028773,0.019460486,0.080341446,1.35E-05,0.002468034,NA,0.00090477,NA,0.000836753,NA,0.004510493,0.00809031,7.066,92.933,2.748,18.05,28.085,17.398,10.006,17.074,1997/1998
332,North,E282000,282000,4869900,4.41,3.478,12.294,NA,21.624,8.185,29.808,13.338,41.328,193.199,0.139,1387,0.081,816,0.624,6241,3,30002,570.198,NA,11.317,0.439,4395,1.319,13196,1.121,11216,0.375169872,NA,NA,0.169488098,9.28E-05,0.000962209,NA,NA,0.017359881,0.033816923,0.01808237,0.018523812,NA,0.001823391,NA,0.001076083,NA,0.00104195,NA,0.00517628,0.01081611,10.279,89.72,3.412,14.49,20.074,13.723,6.807,31.357,1997/1998
333,North,E282000,282000,4869700,4.35,4.148,13.113,0.403,9.569,8.36,20.649,8.864,20.649,98.006,0.002,21,0.048,488,0.373,3738,3.59,35902,393.835,NA,18.432,0.439,4395,1.289,12896,0.906,9065,0.681804818,NA,NA,0.180927746,7.19E-05,0.001418042,2.55E-05,0.00020014,0.048632341,0.041592551,0.020771901,0.007694375,NA,0.002255705,NA,0.001922003,3.02E-05,0.001576114,NA,0.003921777,0.012048646,8.332,91.667,3.186,15.781,19.764,11.949,5.88,35.047,1997/1998
334,North,E282000,282000,4869600,4.52,3.526,15.583,0.101,13.965,9.745,34.058,37.172,39.584,361.878,0.005,49,0.053,537,0.385,3855,3.07,30707,752.689,12.759,15.672,0.425,4255,1.301,13013,0.954,9544,0.502677583,NA,NA,0.181753301,9.92E-05,0.004571953,NA,NA,0.008120262,0.065400221,0.02572878,0.07156744,NA,0.002266734,NA,0.001663683,NA,0.001466771,NA,0.004616467,0.013110468,10.118,89.881,3.554,16.446,21.105,11.626,7.229,30.18,1997/1998
335,South,E282000,282000,4869400,4.87,2.404,8.613,NA,4.939,4.233,27.918,15.017,26.91,158.436,0.006,57,0.053,531,0.353,3539,2.348,23486,582.242,NA,11.489,0.41,4105,1.295,12950,0.987,9877,0.252054125,NA,NA,0.088113615,5.49E-05,0.001230857,NA,NA,0.000817893,0.034586927,0.013552589,0.025661085,2.61E-05,0.001931858,NA,0.000944645,NA,0.000870757,NA,0.003328779,0.006482365,12.744,87.255,3.893,19.126,18.501,10.947,5.518,29.269,1997/1998
336,South,E282000,282000,4869300,4.46,3.118,8.665,NA,3.358,7.53,16.585,5.902,19.231,50.57,0.009,94,0.041,411,0.305,3056,1.837,18372,431.318,NA,9.666,0.27,2702,1.563,15631,1.17,11701,0.448242044,NA,NA,0.073697389,5.58E-05,0.000773998,7.51E-06,NA,0.027933814,0.016285697,0.0089591,0.005430054,0.00007717,0.001580615,NA,0.00101563,NA,0.000835434,NA,0.002702497,0.004854056,10.701,89.298,3.665,15.26,21.17,14.905,7.368,27.077,1997/1998
346,North,E283000,283000,4870200,4.82,2.475,9.448,NA,23.251,12.114,32.532,11.43,51.387,715.211,0.254,2535,0.151,1510,0.888,8883,2.783,27830,791.802,NA,7.815,0.375,3755,1.373,13734,1.103,11039,0.206603393,NA,NA,0.235917279,0.000104495,0.000301806,NA,NA,0.001306423,0.046952491,0.02572017,0.069580101,4.14E-05,0.002335699,NA,0.000707239,NA,0.001596117,NA,0.005917043,0.015117135,15.942,84.057,4.24,17.281,23.137,12.99,5.687,20.838,1997/1998
348,North,E283000,283000,4869900,4.69,3.671,9.328,0.403,8.383,4.836,20.151,8.383,20.554,152.176,0.005,46,0.015,154,0.274,2746,2.568,25687,523.67,NA,11.284,0.385,3857,1.494,14945,1.305,13058,0.43330351,0.000177208,NA,0.075107826,8.39E-05,0.000626078,NA,0.000552087,0.020087034,0.033264262,0.014186903,0.006367522,NA,0.002194797,NA,0.001157251,NA,0.000769362,NA,0.003599768,0.005929075,10.115,89.884,3.277,15.579,22.719,14.06,6.425,27.748,1997/1998
349,North,E283000,283000,4869700,4.4,2.992,12.347,NA,16.53,5.84,27.22,9.601,21.38,148.275,0.015,151,0.057,575,0.415,4158,2.562,25621,449.476,NA,9.898,0.431,4314,1.443,14436,1.177,11779,0.545499748,NA,NA,0.088383979,5.16E-05,0.001299944,NA,NA,0.040076585,0.035517139,0.017114297,0.007373743,NA,0.002563884,NA,0.002454114,NA,0.00089782,NA,0.003380814,0.006859649,11.13,88.869,3.104,13.98,17.789,12.989,8.171,33.005,1997/1998
350,North,E283000,283000,4869600,4.85,3.77,12.507,NA,7.703,10.468,34.958,10.369,44.537,429.277,0.007,65,0.063,635,0.516,5168,3.44,34401,790.711,NA,4.641,0.416,4167,1.405,14056,1.056,10567,0.289077397,NA,NA,0.218077439,0.000114738,0.000362303,NA,5.72E-05,0.003136175,0.049101792,0.027306096,0.063385107,3.08E-06,0.001578713,NA,0.001424052,NA,0.001829065,NA,0.004687358,0.014463956,19.487,80.512,3.365,13.659,19.66,13.775,7.476,22.756,1997/1998
351,North,E283000,283000,4869400,4.49,4.121,11.723,NA,13.495,13.495,29.874,9.683,31.316,145.765,0.014,137,0.065,654,0.48,4801,3.468,34689,588.624,NA,9.271,0.445,4459,1.308,13085,0.988,9889,NA,0.000823889,NA,0.001165515,0.498930328,NA,0.000544503,0.084012792,NA,NA,NA,0.000423255,0.038287373,0.017841689,NA,NA,0.015703211,0.003443204,0.000764378,0.050217464,0.001518617,13.114,86.885,4.06,18.869,21.809,11.097,5.456,25.518,1997/1998
352,North,E283000,283000,4869300,4.55,2.033,6.668,NA,5.201,2.701,18.303,8.502,15.603,157.129,0.08,802,0.037,374,0.388,3882,1.829,18290,317.359,NA,5.201,0.286,2869,1.419,14198,1.13,11302,0.27580376,NA,NA,0.049823421,4.92E-05,0.000534561,5.62E-06,NA,0.017320835,0.015686293,0.009246261,0.006299686,7.37E-06,0.001505435,NA,0.001084938,NA,0.000549063,0.000001853,0.00228376,0.003648319,13.931,86.068,4.543,24.198,29.084,9.196,3.191,15.728,1997/1998
353,South,E283000,283000,4869000,4.66,1.768,7.356,NA,9.648,4.875,18.383,7.008,25.39,158.132,0.182,1822,0.075,752,0.629,6294,2.054,20548,570.472,NA,2.64,0.314,3142,1.535,15353,1.279,12797,0.229852658,0.000037075,NA,0.075407828,7.49E-05,0.000537962,NA,NA,0.011641514,0.022010602,0.012401925,0.009377958,0.000010995,0.002610029,NA,0.001513743,NA,0.000548781,NA,0.002960065,0.005346436,24.541,75.458,6.259,24.511,18.896,7.549,2.726,15.528,1997/1998
354,South,E283000,283000,4868800,4.31,1.532,6.832,NA,15.986,6.338,26.865,8.986,20.716,295.983,0.219,2192,0.071,715,0.618,6182,2.729,27298,397.671,NA,1.135,0.452,4522,1.075,10759,1.125,11257,0.371036264,NA,NA,0.056077401,3.71E-05,0.000895965,NA,NA,0.033416178,0.01573948,0.010868303,0.0030451,NA,0.002962973,NA,0.001328585,NA,0.000665216,NA,0.001906223,0.004095231,5.184,94.815,3.217,27.946,36.474,9.347,4.435,13.413,1997/1998
367,South,E280000,280000,4866300,4.08,3.671,11.779,NA,8.507,8.712,45.404,9.634,19.371,164.09,0.041,409,0.105,1058,0.545,5459,2.858,28585,341.607,NA,12.504,0.526,5268,1.041,10415,0.819,8199,0.739709035,2.12E-05,NA,0.062163806,4.70E-05,0.001330392,1.87E-05,NA,0.051010891,0.022408203,0.014233075,0.005329558,NA,0.003407271,NA,0.002098693,NA,0.000474362,NA,0.002055758,0.004909795,9.29,90.709,2.293,13.331,23.014,13.237,5.791,33.116,1997/1998
368,South,E281000,281000,4867000,4.31,4.636,13.805,NA,14.025,6.703,34.855,7.94,23.099,120.859,0.083,827,0.1,1005,0.564,5647,3.088,30888,634.2,NA,16.808,0.491,4913,1.32,13209,0.897,8972,0.786727265,0.000106628,0.000032566,0.098101947,5.17E-05,0.000859742,NA,0.00026274,0.033553264,0.031060347,0.015036276,0.002046087,NA,0.001568575,NA,0.001492834,NA,0.000751763,NA,0.00412687,0.007107641,8.972,91.027,2.41,11.412,17.664,15.141,8.474,36.243,1997/1998
369,South,E281000,281000,4867200,4.6,4.108,10.923,0.203,8.529,7.209,40.514,11.982,28.228,90.066,0.022,223,0.109,1092,0.55,5500,2.755,27551,503.534,NA,14.723,0.444,4442,1.286,12868,0.873,8732,0.474472979,0.000142273,NA,0.091202975,7.97E-05,0.000560991,NA,0.000238441,0.014196955,0.038624812,0.018000445,0.005788497,NA,0.001756935,NA,0.001583601,NA,0.000884253,NA,0.003508219,0.0072132,7.292,92.707,2.266,13.324,20.083,15.57,9.084,32.378,1997/1998
370,South,E281000,281000,4867300,4.47,3.281,10.214,NA,10.95,7.492,41.686,10.662,32.945,109.017,0.005,54,0.069,699,0.403,4039,3.428,34282,671.777,NA,25.837,0.577,5772,1.333,13334,0.806,8068,0.520951558,NA,NA,0.091331283,0.0001128,0.000974738,3.71E-06,NA,0.015961697,0.045475147,0.022599772,0.013527384,NA,0.001752087,NA,0.00177094,NA,0.001192743,NA,0.004761613,0.007625817,12.504,87.495,2.48,13.069,17.622,12.458,7.867,34.015,1997/1998
371,South,E281000,281000,4867500,4.27,1.654,5.543,0.404,10.429,6.225,28.296,8.57,18.029,130.323,0.004,38,0.016,167,0.234,2343,2.052,20522,427.51,NA,26.84,0.46,4607,1.423,14234,1.01,10106,0.365993281,NA,0.000038031,0.089434925,8.43E-05,0.000996436,NA,0.000376863,0.034172936,0.029220336,0.016307408,0.004066442,NA,0.001560131,NA,0.001389505,NA,0.00077186,NA,0.004257704,0.006749338,10.955,89.044,3.407,15.753,21.601,14.383,7.428,26.647,1997/1998
372,South,E281000,281000,4867600,4.58,5.535,11.165,NA,12.368,8.212,30.617,10.239,23.013,203.165,0.008,82,0.055,550,0.389,3896,2.921,29217,662.819,3.041,21.391,0.404,4048,1.322,13225,0.871,8719,0.470564481,2.34E-06,NA,0.102130849,2.56E-05,0.000217891,NA,NA,0.00757764,0.024662717,0.014100167,0.002651424,NA,0.001655919,NA,0.000932595,NA,0.00089495,NA,0.002129806,0.006887504,13.572,86.427,4.237,17.044,20.909,11.612,6.067,26.667,1997/1998
373,South,E281000,281000,4867800,4.37,3.767,8.579,NA,6.941,10.46,37.636,8.016,19.454,192.971,0.1,1003,0.075,751,0.529,5295,2.993,29931,497.774,NA,20.528,0.442,4427,1.308,13089,0.83,8309,0.531986494,9.17E-05,NA,0.127429006,2.85E-05,0.000641712,NA,0.000427336,0.022767143,0.022327677,0.017599085,0.001731386,NA,0.001829135,NA,0.001433469,NA,0.001127858,NA,0.001453009,0.008593906,11.375,88.624,3.466,15.643,21.396,12.503,6.152,29.498,1997/1998
374,South,E281000,281000,4867900,4.5,3.637,8.622,NA,16.169,9.465,33.323,8.676,24.549,131.123,0.018,182,0.069,696,0.495,4950,3.075,30750,463.466,NA,20.309,0.413,4130,1.33,13301,0.769,7690,0.493313591,NA,NA,0.081957852,3.12E-05,0.001020696,7.22E-06,0.000174365,0.037411356,0.023528002,0.012034087,0.003799015,NA,0.002866309,NA,0.0014558,NA,0.000757279,NA,0.00159677,0.005780234,12.564,87.435,3.44,17.044,23.995,13.463,7.372,22.276,1997/1998
375,South,E281000,281000,4868100,4.68,5.105,9.032,0.196,6.179,9.612,27.855,10.2,20.008,277.274,0.015,147,0.061,614,0.373,3739,2.77,27700,655.864,NA,24.422,0.447,4478,1.202,12021,0.902,9023,0.47363738,0.000216269,NA,0.073400622,4.91E-05,0.000877238,NA,0.00035887,0.031364456,0.041412335,0.017170895,0.003688993,NA,0.002675236,NA,0.001628814,NA,0.000768473,NA,0.002228755,0.006434397,10.32,89.679,2.829,14.386,21.906,16.415,8.989,24.965,1997/1998
376,South,E281000,281000,4868200,4.3,8.281,12.264,0.311,12.559,7.681,31.346,9.86,26.779,192.123,0.023,231,0.043,436,0.41,4109,3.701,37016,531.425,9.756,11.521,0.516,5167,0.92,9202,0.602,6020,1.133446119,NA,0.000124758,0.084238695,0.000163602,0.002050349,1.06E-05,0.000169671,0.069586114,0.039768298,0.017811006,0.002026027,NA,0.002285299,NA,0.002306024,NA,0.001332462,NA,0.009211554,0.007054279,11.225,88.774,2.892,15.62,18.732,11.451,6.264,33.952,1997/1998
377,South,E281000,281000,4868400,4.55,2.872,11.06,NA,14.259,12.12,36.462,8.046,27.092,165.706,0.158,1575,0.097,970,0.645,6452,2.909,29095,464.527,NA,21.693,0.453,4537,1.132,11329,0.937,9370,0.546239347,9.68E-06,NA,0.066584495,3.51E-05,0.001065467,7.25E-06,NA,0.033186924,0.023759765,0.013357519,0.002037527,NA,0.002436267,NA,0.001084694,NA,0.0010647,NA,0.002693042,0.005175316,16.343,83.656,3.711,14.399,16.742,9.953,8.961,29.957,1997/1998
385,South,E282000,282000,4869100,4.37,3.315,11.666,NA,NA,8.894,16.357,6.543,17.379,88.326,0.027,274,0.024,245,0.294,2945,1.825,18258,383.255,NA,18.707,0.291,2910,1.237,12373,0.889,8894,0.490929136,0.000122652,NA,0.042285183,7.29E-05,0.000824465,1.10E-05,NA,0.031913062,0.01286451,0.009232663,0.000775909,6.34E-05,0.001311563,NA,0.001129875,NA,0.000895224,NA,0.003071337,0.003198861,14.043,85.956,2.918,16.35,25.106,12.447,5.678,23.595,1997/1998
386,South,E282000,282000,4869000,4.65,2.729,8.157,0.791,NA,4.943,17.895,7.217,25.013,181.026,0.136,1358,0.034,340,0.398,3983,2.014,20142,354.043,NA,20.465,0.316,3169,1.103,11036,0.949,9491,0.346340275,NA,NA,0.117746133,7.91E-05,0.000559601,NA,0.000163611,0.019154719,0.024578979,0.013561437,0.008387835,4.09E-06,0.001983017,NA,0.001046557,NA,0.000978769,NA,0.004725504,0.007812618,13.187,86.812,4.561,21.327,24.481,11.332,6.004,19.087,1997/1998
387,South,E282000,282000,4868800,4.56,3.103,10.261,NA,12.11,5.801,25.34,8.447,29.309,140.033,0.009,85,0.04,403,0.287,2879,2.554,25542,628.314,NA,24.526,0.377,3776,1.092,10927,0.793,7938,0.450959464,NA,NA,0.10446155,0.000127572,0.000969263,NA,NA,0.034172879,0.043710249,0.016289714,0.01170209,NA,0.002749536,NA,0.001805298,NA,0.000994499,NA,0.003308229,0.007676924,17.657,82.342,4.949,19.613,21.775,11.251,4.983,19.751,1997/1998
388,South,E282000,282000,4868700,4.45,2.279,7.743,0.316,2.21,7.892,31.645,10.654,35.117,210.702,0.008,79,0.048,483,0.301,3013,2.791,27916,564.554,NA,9.469,0.412,4126,1.499,14995,0.986,9864,0.405272687,NA,NA,0.048048698,3.53E-05,0.001159476,3.52E-06,NA,0.035354457,0.033047565,0.012895655,0.003501476,3.18E-06,0.002097581,NA,0.002225005,NA,0.000595961,NA,0.002291871,0.004362708,20.093,79.906,5.994,20.712,15.156,8.219,5.848,24.185,1997/1998
389,South,E282000,282000,4868500,4.84,2.712,8.623,0.202,3.332,10.3,25.75,9.492,52.814,143.799,0.015,145,0.07,700,0.368,3689,2.617,26178,702.633,NA,29.89,0.349,3490,1.365,13656,0.737,7372,0.242971557,NA,NA,0.330989758,0.000138195,0.000449998,NA,0.000307072,0.003972979,0.043021342,0.031048711,0.027902134,NA,0.001578317,NA,0.001072026,NA,0.002511722,NA,0.005482774,0.020515259,15.144,84.855,3.479,15.177,19.671,12.554,7.099,26.803,1997/1998
390,South,E282000,282000,4868400,4.75,2.043,6.938,NA,1.783,8.166,12.202,6.007,30.318,69.836,0.004,38,0.031,314,0.219,2190,1.761,17617,587.406,NA,24.311,0.273,2738,1.624,16248,0.938,9386,0.223411364,NA,NA,0.182309193,0.000105789,0.00026163,NA,NA,0.007428227,0.019124935,0.017396623,0.013311722,3.31E-06,0.001372988,NA,0.00096602,NA,0.001276888,NA,0.004845017,0.011055668,11.799,88.2,4.569,18.982,21.446,12.69,6.426,24.103,1997/1998
391,South,E282000,282000,4868200,4.4,4.187,14.901,0.512,7.783,8.602,26.727,8.397,33.691,85.507,0.003,28,0.041,413,0.265,2653,2.515,25153,829.978,15.77,30.106,0.344,3448,1.242,12428,0.655,6554,0.622982987,NA,NA,0.181895341,7.08E-05,0.001195967,NA,NA,0.044019177,0.040628776,0.02370115,0.010775673,NA,0.001934328,NA,0.001925604,NA,0.001268479,NA,0.003957608,0.012066229,13.246,86.753,3.494,15.464,19.623,11.008,6.709,30.627,1997/1998
396,South,E283000,283000,4868700,4.18,2.358,8.268,NA,10.413,13.717,25.232,5.807,21.828,81.803,0.02,197,0.063,634,0.369,3699,2.342,23426,544.384,NA,15.219,0.3,3000,1.668,16683,0.871,8711,0.529634203,5.98E-05,NA,0.043232318,7.43E-05,0.001765512,NA,NA,0.061401302,0.015943951,0.010874951,0.001727524,NA,0.003547859,NA,0.001171091,NA,0.001058522,NA,0.00223694,0.003467269,20.483,79.516,3.454,14.503,19.327,13.491,6.551,22.265,1997/1998
397,South,E283000,283000,4868500,4.77,2.558,7.611,0.408,7.858,14.083,28.676,21.023,37.249,135.218,0.01,98,0.08,807,0.439,4394,2.554,25540,843.249,NA,25.308,0.367,3675,1.626,16261,0.806,8062,0.291939799,NA,NA,0.185522205,8.68E-05,0.001125777,1.03E-05,0.000225103,0.004712201,0.035905506,0.01612824,0.020323882,7.07E-06,0.001719421,NA,0.000844093,NA,0.002113526,2.75E-06,0.003934286,0.01173138,10.231,89.768,2.53,13.301,22.157,15.795,8.729,27.398,1997/1998
398,South,E283000,283000,4868400,4.62,2.449,7.024,0.779,12.372,12.275,26.692,7.209,34.096,84.558,0.021,212,0.069,697,0.395,3959,2.31,23106,735.01,NA,23.087,0.358,3581,1.547,15474,0.828,8280,0.292387618,NA,NA,0.066931444,9.35E-05,0.000503908,NA,5.98E-06,0.008732447,0.033158062,0.010649404,0.012750512,NA,0.001167153,NA,0.000865863,NA,0.000602664,NA,0.00338067,0.005298462,8.736,91.263,2.589,11.982,19.013,13.891,6.634,37.132,1997/1998
399,South,E283000,283000,4868200,4.43,2.4,8.4,0.708,5.059,7.285,16.291,7.488,20.743,163.414,0.287,2866,0.039,394,0.559,5591,1.375,13750,1014.484,NA,17.707,0.386,3861,1.162,11621,1.123,11232,0.332947492,NA,NA,0.076351497,0.000142832,0.000295875,NA,0.000099123,0.005949332,0.038911762,0.015247386,0.035085273,NA,0.00070457,NA,0.001014102,NA,0.000698759,NA,0.006310459,0.006261737,10.266,89.733,2.055,11.696,23.971,15.937,6.016,30.225,1997/1998
400,South,E283000,283000,4868100,4.54,2.56,8.814,NA,3.567,6.319,19.161,6.625,26.907,45.559,0.012,120,0.047,479,0.312,3126,1.979,19793,790.907,NA,24.257,0.327,3274,1.515,15157,0.978,9784,0.385780513,NA,NA,0.035521768,6.17E-05,0.000703889,3.31E-06,NA,0.026111299,0.01678013,0.006766726,0.002887017,NA,0.001562015,NA,0.001244692,NA,0.000447202,NA,0.002178604,0.002787107,10.787,89.212,3.052,14.406,20.169,14.08,7.992,29.698,1997/1998
401,North,E276000,276000,4870275,4.47,3.587,10.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.461839976,NA,0.0004826,0.148730897,0.000069192,0.000902404,NA,0.000915195,0.014396014,0.037656748,0.019073163,0.015872304,7.56E-06,0.002110066,0.000117452,0.001073349,NA,0.001137308,NA,0.003442158,0.010089931,10.977,89.022,2.269,9.353,19.26,16.622,6.364,35.65,1997/1998
402,North,E276000,276000,4870250,4.35,3.71,10.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.516063751,NA,0.000508537,0.174568614,0.000142624,0.000907184,NA,0.000581019,0.026346913,0.046326003,0.022149434,0.007629815,1.75E-06,0.002565483,NA,0.001038118,0.000127427,0.001514506,2.51E-05,0.00595924,0.011881554,12.989,87.01,2.762,9.31,17.981,5.194,16.133,35.371,1997/1998
403,North,E276000,276000,4870225,4.24,3.709,13.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.585315882,NA,0.000480369,0.29123265,0.000189804,0.002016379,NA,0.000380195,0.012998675,0.060057288,0.03205176,0.04078335,NA,0.004082553,NA,0.001321601,NA,0.002724631,NA,0.010029173,0.018929698,2.906,97.093,2.532,12.88,27.057,18.184,4.865,31.772,1997/1998
404,South,E276000,276000,4867275,3.88,5.921,19.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.979959017,NA,0.000732432,0.081721797,0.000116603,0.002005105,NA,0.000397857,0.092901048,0.048462953,0.021866308,0.007361231,NA,0.002896914,NA,0.002071903,NA,0.000566023,NA,0.003501023,0.007317217,6.137,93.862,2.789,13.987,22.356,15.035,4.53,35.044,1997/1998
405,South,E276000,276000,4867250,3.76,3.702,12.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90788053,NA,0.000666226,0.08030673,8.78E-05,0.001737493,NA,0.000600782,0.081028377,0.034442691,0.018476267,0.004411829,NA,0.004486116,0.000693936,0.001766383,NA,0.000622597,1.65E-05,0.002939058,0.006568054,6.885,93.114,2.429,11.651,21.409,15.229,6.524,35.755,1997/1998
406,South,E276000,276000,4867225,3.87,11.24,16.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72448803,NA,0.000477325,0.051322814,8.24E-05,0.000623784,NA,0.000112068,0.024912214,0.034292688,0.016287159,0.006393783,7.71E-06,0.003385153,NA,0.001794268,NA,0.000466059,2.25E-05,0.003252332,0.004967448,6.306,93.693,2.846,13.218,19.796,9.971,11.784,35.801,1997/1998
407,North,E277000,277000,4869975,4.31,2.921,9.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.548484551,NA,0.000541402,0.085173179,8.44E-05,0.000986484,NA,0.000317287,0.04077132,0.033367968,0.011500378,0.002941825,1.89E-06,0.002243669,NA,0.001146386,NA,0.000696268,1.45E-05,0.00376463,0.006243699,14.774,85.225,2.538,10.477,20.852,15.35,7.138,28.766,1997/1998
